id,title,description,category,brand,price,color,gender,rating,created_at
319,Louis Vuitton Modern High-Waisted Jeans,"Made with wool blend for a premium hand-feel. Designed for training with a oversized silhouette. Details: contrast stitching, tapered leg, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Bottoms,Louis Vuitton,89.14,Gray,Unisex,4.59,2025-01-30 05:21:00 
320,Zana Oversized Blazer Coat with Graphic Print,A versatile staple for everyday wear.,Outerwear,Zana,90.94,Purple,Women,4.5,2024-12-14 23:42:00 
321,Balenciaga Heritage Graphic T-Shirt,A versatile staple for everyday wear.,Tops,Balenciaga,208.66,Blue,Unisex,4.62,2024-11-17 10:46:00 
322,Prada Silk Blouse,"Made with silk for a premium hand-feel. Designed for evening with a relaxed fit silhouette. Details: contrast stitching, subtle logo hardware, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Tops,Prada,521.52,Purple,Men,4.49,2025-10-08 01:43:00 
323,Elegante Heritage High-Waist Bikini Bottom with Lace Trim,"Customers choose the Elegante Heritage High-Waist Bikini Bottom with Lace Trim for its reliability. Made with quick-dry poly for a premium hand-feel. Designed for weekend with a buttery-soft silhouette. Details: contrast stitching, subtle logo hardware, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Swimwear,Elegante,151.23,Black,Women,4.56,2025-04-19 16:37:00 
324,Prada Pleated Midi Dress,This Prada Pleated Midi Dress is designed for everyday use. A versatile staple for everyday wear.,Dresses,Prada,338.62,Purple,Women,4.22,2025-05-04 18:35:00 
325,Balenciaga Oxford Shirt,"The Balenciaga Oxford Shirt stands out for its quality and style. Made with cashmere for a premium hand-feel. Designed for everyday wear with a tailored silhouette. Details: functional pockets, soft-touch lining, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Tops,Balenciaga,883.87,White,Unisex,3.74,2025-02-27 10:41:00 
326,Prada Little Black Dress,A classic essential with elevated details.,Dresses,Prada,437.65,Yellow,Women,4.27,2024-08-26 13:49:00 
327,Niky Heritage High-Waist Bikini Bottom,"Comfortable, flattering, and designed to last.",Swimwear,Niky,183.64,Purple,Unisex,3.77,2025-03-17 15:48:00 
328,GymClark Canvas Tote,,Accessories,GymClark,199.87,Yellow,Women,4.52,2025-04-13 04:04:00 
329,Niky Cashmere V-Neck Sweater,A versatile staple for everyday wear.,Tops,Niky,23.13,White,Men,4.27,2024-11-06 22:57:00 
330,Mango Little Black Dress,"Customers choose the Mango Little Black Dress for its reliability. Made with linen for a premium hand-feel. Designed for formal events with a oversized silhouette. Details: tapered leg, elastic waistband, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Dresses,Mango,218.2,Black,Women,4.05,2025-04-14 08:08:00 
331,GymClark Strappy Sandals,"Customers choose the GymClark Strappy Sandals for its reliability. Comfortable, flattering, and designed to last.",Footwear,GymClark,915.71,Blue,Men,4.08,2025-08-29 09:43:00 
332,UrbanChic Cocktail Dress with Belt,A versatile staple for everyday wear.,Dresses,UrbanChic,61.93,White,Women,3.71,2025-03-07 14:13:00 
333,GymClark Cut-Out Swimsuit with Graphic Print,"Featuring the GymClark Cut-Out Swimsuit with Graphic Print, this product offers comfort and durability. Comfortable, flattering, and designed to last.",Swimwear,GymClark,99.27,Blue,Men,3.81,2025-04-06 15:34:00 
334,StreetWear Sports Cap,A classic essential with elevated details.,Accessories,StreetWear,146.33,Purple,Women,4.43,2025-10-24 06:29:00 
335,StreetWear Seamless Briefs,An easy-to-style piece with a modern fit.,Lingerie & Sleepwear,StreetWear,58.41,Blue,Women,4.01,2025-05-15 00:24:00 
336,Chanel Structured Blazer,An easy-to-style piece with a modern fit.,Suits & Blazers,Chanel,456.17,Black,Unisex,4.19,2025-09-11 05:52:00 
337,Minimalist Studio Seamless Sports Bra,"Made with mesh for a premium hand-feel. Designed for workwear with a lightweight silhouette. Details: hidden side zipper, soft-touch lining, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Performance notes: supportive compression and quick-dry finish for high-intensity sessions.",Activewear,Minimalist,29.91,Gray,Women,3.67,2026-01-12 17:41:00 
338,UrbanChic Performance Leggings with Lace Trim,A versatile staple for everyday wear.,Activewear,UrbanChic,46.82,Blue,Men,4.28,2025-07-21 21:42:00 
339,StreetWear Set of 3 Jewelry Pieces with Ribbed Hem,"Made with stainless steel for a premium hand-feel. Designed for formal events with a easy-care silhouette. Details: contrast stitching, soft-touch lining, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Finishing touch: pairs easily with both minimalist and statement looks.",Accessories,StreetWear,540.91,White,Unisex,4.18,2025-10-03 07:05:00 
340,Minimalist Gym Hoodie with Ribbed Hem,,Activewear,Minimalist,217.16,Green,Men,4.36,2025-02-03 01:26:00 
341,Gucci Leather Belt,Customers choose the Gucci Leather Belt for its reliability. A classic essential with elevated details.,Accessories,Gucci,351.46,Pink,Men,4.44,2025-07-29 07:56:00 
342,Chanel Classic Running Jacket,"Featuring the Chanel Classic Running Jacket, this product offers comfort and durability. A versatile staple for everyday wear.",Activewear,Chanel,385.76,Orange,Women,4.34,2025-04-14 10:55:00 
343,Asisas Compression Top,"This Asisas Compression Top is designed for everyday use. Made with mesh for a premium hand-feel. Designed for studio with a slim fit silhouette. Details: subtle logo hardware, contrast stitching, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Performance notes: supportive compression and quick-dry finish for high-intensity sessions.",Activewear,Asisas,25.52,Black,Women,4.29,2024-10-01 22:37:00 
344,Minimalist Cargo Pants,An easy-to-style piece with a modern fit.,Bottoms,Minimalist,322.3,Red,Men,4.27,2025-03-03 05:30:00 
345,GymClark Heritage Performance Leggings with Belt,"Featuring the GymClark Heritage Performance Leggings with Belt, this product offers comfort and durability. An easy-to-style piece with a modern fit.",Activewear,GymClark,117.46,Pink,Women,3.45,2024-12-09 16:41:00 
346,UrbanChic Strappy Sandals,"The UrbanChic Strappy Sandals stands out for its quality and style. Made with mesh knit for a premium hand-feel. Designed for vacation with a tailored silhouette. Details: soft-touch lining, structured shoulders, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Comfort notes: cushioned insole and grippy outsole for all-day wear.",Footwear,UrbanChic,82.03,Gray,Men,4.6,2025-03-24 16:16:00 
347,Louis Vuitton Board Shorts,Everyday essential.,Swimwear,Louis Vuitton,151.31,Orange,Men,4.03,2025-04-26 09:43:00 
348,Mango Beanie Hat,,Accessories,Mango,363.68,Green,Unisex,4.17,2024-12-06 15:43:00 
349,Zana Studio Tailored Blazer,The Zana Studio Tailored Blazer stands out for its quality and style. An easy-to-style piece with a modern fit.,Suits & Blazers,Zana,601.38,Red,Unisex,4.36,2024-10-25 14:47:00 
350,Minimalist City Relaxed Cocktail Dress,"Featuring the Minimalist City Relaxed Cocktail Dress, this product offers comfort and durability. Made with viscose for a premium hand-feel. Designed for street style with a four-way stretch silhouette. Details: soft-touch lining, mesh panels, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Dresses,Minimalist,44.63,Pink,Women,4.81,2025-11-08 07:24:00 
351,Asisas Moisture-Wicking Tee,A classic essential with elevated details.,Activewear,Asisas,167.23,Orange,Women,4.29,2024-08-08 02:47:00 
352,Gucci Signature Wool Blend Coat with Graphic Print,The Gucci Signature Wool Blend Coat with Graphic Print stands out for its quality and style. An easy-to-style piece with a modern fit.,Outerwear,Gucci,551.98,Pink,Women,4.37,2024-10-25 07:24:00 
353,Asisas Oversized Summer Maxi Dress,Everyday essential.,Dresses,Asisas,324.87,Black,Women,3.8,2025-12-21 19:36:00 
354,GymClark Yoga Tank,An easy-to-style piece with a modern fit.,Activewear,GymClark,32.79,Purple,Men,4.05,2024-08-18 21:03:00 
355,Chanel Studio Denim Jacket Drop,An easy-to-style piece with a modern fit.,Outerwear,Chanel,132.67,Green,Women,3.81,2024-10-04 09:02:00 
356,Asisas Soft Knit Pajama Pants,An easy-to-style piece with a modern fit.,Lingerie & Sleepwear,Asisas,164.74,Green,Women,3.88,2025-03-09 12:45:00 
357,UrbanChic Heritage Minimalist Ankle Boots,Customers choose the UrbanChic Heritage Minimalist Ankle Boots for its reliability. A classic essential with elevated details.,Footwear,UrbanChic,852.32,Orange,Men,4.72,2024-08-30 08:43:00 
358,Minimalist Set of 3 Jewelry Pieces with Zip Detail,"Featuring the Minimalist Set of 3 Jewelry Pieces with Zip Detail, this product offers comfort and durability. Comfortable, flattering, and designed to last.",Accessories,Minimalist,735.43,Gray,Women,3.45,2025-08-08 19:04:00 
359,Elegante Cotton T-Shirt with Graphic Print,,Tops,Elegante,282.92,Gray,Unisex,4.34,2025-05-07 19:17:00 
360,Elegante Studio Suit Vest,An easy-to-style piece with a modern fit.,Suits & Blazers,Elegante,872.93,Orange,Men,4.45,2025-10-08 20:01:00 
361,Balenciaga Heritage Lightweight Minimalist Trainers,,Footwear,Balenciaga,841.73,Yellow,Women,4.31,2025-05-26 23:28:00 
362,Mango Heritage Rash Guard,"Made with nylon-spandex for a premium hand-feel. Designed for formal events with a easy-care silhouette. Details: mesh panels, tapered leg, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Swimwear,Mango,212.3,Purple,Men,4.76,2025-04-16 11:47:00 
363,Louis Vuitton Modern High-Waisted Jeans,A classic essential with elevated details.,Bottoms,Louis Vuitton,115.99,Green,Unisex,3.8,2025-04-23 04:14:00 
364,Balenciaga Heritage Graphic T-Shirt,The Balenciaga Heritage Graphic T-Shirt stands out for its quality and style. A classic essential with elevated details.,Tops,Balenciaga,896.46,Green,Unisex,3.71,2026-01-01 14:31:00 
365,UrbanChic Denim Jacket,"Made with recycled polyester for a premium hand-feel. Designed for studio with a easy-care silhouette. Details: lace trim, hidden side zipper, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Weather notes: designed to layer comfortably; ideal for transitional temperatures.",Outerwear,UrbanChic,431.82,Gray,Women,4.08,2024-09-28 23:30:00 
366,Mango Classic Modal Lounge Set,A classic essential with elevated details.,Lingerie & Sleepwear,Mango,17.91,Blue,Women,4.53,2025-08-01 00:05:00 
367,Prada Relaxed Graphic T-Shirt with Graphic Print,"Made with silk for a premium hand-feel. Designed for street style with a lightweight silhouette. Details: contrast stitching, elastic waistband, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Tops,Prada,600.41,Blue,Men,3.94,2025-11-07 15:49:00 
368,Balenciaga Studio Slim Shirt Dress,"Comfortable, flattering, and designed to last.",Dresses,Balenciaga,539.02,Blue,Women,3.97,2024-11-21 07:34:00 
369,Louis Vuitton Modern Slim Fit Suit Jacket,"Comfortable, flattering, and designed to last.",Suits & Blazers,Louis Vuitton,645.99,Green,Women,4.28,2025-05-29 18:47:00 
370,Zana Seamless Briefs with Zip Detail,"Made with satin for a premium hand-feel. Designed for vacation with a buttery-soft silhouette. Details: lace trim, functional pockets, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Lingerie & Sleepwear,Zana,26.52,Yellow,Women,4.06,2025-08-05 00:23:00 
371,Asisas Studio Pleated Chinos,"Made with wool blend for a premium hand-feel. Designed for formal events with a four-way stretch silhouette. Details: hidden side zipper, functional pockets, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Bottoms,Asisas,34.13,Orange,Unisex,4.18,2025-10-17 17:30:00 
372,Minimalist Relaxed Graphic T-Shirt,An easy-to-style piece with a modern fit.,Tops,Minimalist,22.32,Blue,Women,3.99,2025-08-26 13:28:00 
373,UrbanChic Seamless Sports Bra,The UrbanChic Seamless Sports Bra stands out for its quality and style. Limited run.,Activewear,UrbanChic,159.19,Blue,Men,4.61,2025-08-12 18:24:00 
374,Prada Structured Blazer,"Made with twill for a premium hand-feel. Designed for evening with a wrinkle-resistant silhouette. Details: structured shoulders, elastic waistband, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Suits & Blazers,Prada,1061.76,Red,Men,4.61,2025-04-13 06:41:00 
375,Minimalist City Relaxed Cocktail Dress,A versatile staple for everyday wear.,Dresses,Minimalist,248.45,Pink,Women,4.63,2024-10-13 06:59:00 
376,Gucci Training Shorts,A versatile staple for everyday wear.,Activewear,Gucci,360.15,Yellow,Men,4.54,2025-11-20 15:45:00 
377,Minimalist Oxford Shirt,A versatile staple for everyday wear.,Tops,Minimalist,266.29,Yellow,Women,3.94,2025-03-28 15:10:00 
378,Mango Signature Canvas Tote,"Featuring the Mango Signature Canvas Tote, this product offers comfort and durability. Made with sterling silver for a premium hand-feel. Designed for weekend with a water-resistant silhouette. Details: mesh panels, lace trim, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Finishing touch: pairs easily with both minimalist and statement looks.",Accessories,Mango,341.77,Red,Women,3.94,2025-09-27 23:58:00 
379,GymClark Tailored Shirt Dress,,Dresses,GymClark,479.1,Brown,Women,4.52,2025-05-07 08:21:00 
380,Zana Studio Off-Shoulder Dress with Lace Trim,"Made with jersey for a premium hand-feel. Designed for workwear with a relaxed fit silhouette. Details: hidden side zipper, structured shoulders, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Dresses,Zana,73.46,Pink,Women,4.34,2025-12-22 08:01:00 
381,Zana Oversized Blazer Coat with Graphic Print,A classic essential with elevated details.,Outerwear,Zana,224.5,Blue,Women,4.43,2024-10-07 17:01:00 
382,Gucci Signature Compression Top,"Featuring the Gucci Signature Compression Top, this product offers comfort and durability. Made with nylon-spandex for a premium hand-feel. Designed for travel with a oversized silhouette. Details: tapered leg, lace trim, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Performance notes: supportive compression and quick-dry finish for high-intensity sessions.",Activewear,Gucci,271.68,Black,Women,4.26,2025-07-10 21:33:00 
383,Balenciaga Heritage Ribbed Tank Top,An easy-to-style piece with a modern fit.,Tops,Balenciaga,610.63,Blue,Unisex,4.59,2025-03-23 14:28:00 
